sample_id,language,smell_type,project_name,project_path,location,metric_value,evidence,reported_occurrence_count,listed_occurrence_count,group_occurrences,test_status,test_file,test_command,verification_mode,test_coverage,test_commit,target_context_json
54,java,switch_statements,guava,/opt/projects/guava,"guava/src/com/google/common/math/DoubleMath.java:method=roundIntermediate(double x, RoundingMode mode)|line=54",8.0,switch_count=1; case_count=8; density=8.00,1,1,"{""file"": ""guava/src/com/google/common/math/DoubleMath.java"", ""class"": ""DoubleMath"", ""method"": ""roundIntermediate(double x, RoundingMode mode)"", ""begin_line"": ""54"", ""end_line"": ""111""}",PASS_GE80,android/guava-tests/test/com/google/common/math/DoubleMathTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -f android/pom.xml -pl guava-tests -am -Dtest=DoubleMathTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,sample_optimized,96.0,1933e3fc2b4fdb56a6a571f0fb4f12b0da1a4467,"{""target_class"":""DoubleMath""}"
55,java,switch_statements,guava,/opt/projects/guava,"guava/src/com/google/common/math/DoubleMath.java:method=log2(double x, RoundingMode mode)|line=242",8.0,switch_count=1; case_count=8; density=8.00,1,1,"{""file"": ""guava/src/com/google/common/math/DoubleMath.java"", ""class"": ""DoubleMath"", ""method"": ""log2(double x, RoundingMode mode)"", ""begin_line"": ""242"", ""end_line"": ""279""}",PASS_GE80,android/guava-tests/test/com/google/common/math/DoubleMathTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -f android/pom.xml -pl guava-tests -am -Dtest=DoubleMathTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,sample_optimized,94.7,1933e3fc2b4fdb56a6a571f0fb4f12b0da1a4467,"{""target_class"":""DoubleMath""}"
56,java,switch_statements,guava,/opt/projects/guava,"guava/src/com/google/common/math/IntMath.java:method=divide(int p, int q, RoundingMode mode)|line=313",8.0,switch_count=1; case_count=8; density=8.00,1,1,"{""file"": ""guava/src/com/google/common/math/IntMath.java"", ""class"": ""IntMath"", ""method"": ""divide(int p, int q, RoundingMode mode)"", ""begin_line"": ""313"", ""end_line"": ""367""}",PASS_GE80,android/guava-tests/test/com/google/common/math/IntMathTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -f android/pom.xml -pl guava-tests -am -Dtest=IntMathTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,sample_optimized,96.2,1933e3fc2b4fdb56a6a571f0fb4f12b0da1a4467,"{""target_class"":""IntMath""}"
57,java,switch_statements,guava,/opt/projects/guava,"guava/src/com/google/common/math/LongMath.java:method=sqrt(long x, RoundingMode mode)|line=311",8.0,switch_count=1; case_count=8; density=8.00,1,1,"{""file"": ""guava/src/com/google/common/math/LongMath.java"", ""class"": ""LongMath"", ""method"": ""sqrt(long x, RoundingMode mode)"", ""begin_line"": ""311"", ""end_line"": ""371""}",PASS_GE80,android/guava-tests/test/com/google/common/math/LongMathTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -f android/pom.xml -pl guava-tests -am -Dtest=LongMathTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,sample_optimized,94.4,1933e3fc2b4fdb56a6a571f0fb4f12b0da1a4467,"{""target_class"":""LongMath""}"
58,java,switch_statements,guava,/opt/projects/guava,"guava/src/com/google/common/math/LongMath.java:method=divide(long p, long q, RoundingMode mode)|line=384",8.0,switch_count=1; case_count=8; density=8.00,1,1,"{""file"": ""guava/src/com/google/common/math/LongMath.java"", ""class"": ""LongMath"", ""method"": ""divide(long p, long q, RoundingMode mode)"", ""begin_line"": ""384"", ""end_line"": ""435""}",PASS_GE80,android/guava-tests/test/com/google/common/math/LongMathTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -f android/pom.xml -pl guava-tests -am -Dtest=LongMathTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,sample_optimized,95.8,1933e3fc2b4fdb56a6a571f0fb4f12b0da1a4467,"{""target_class"":""LongMath""}"
59,java,switch_statements,guava,/opt/projects/guava,"guava/src/com/google/common/math/LongMath.java:method=roundToDouble(long x, RoundingMode mode)|line=1243",11.0,switch_count=2; case_count=11; density=5.50,1,1,"{""file"": ""guava/src/com/google/common/math/LongMath.java"", ""class"": ""LongMath"", ""method"": ""roundToDouble(long x, RoundingMode mode)"", ""begin_line"": ""1243"", ""end_line"": ""1337""}",PASS_GE80,android/guava-tests/test/com/google/common/math/LongMathTest.java,mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -f android/pom.xml -pl guava-tests -am -Dtest=LongMathTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false,sample_optimized,95.2,1933e3fc2b4fdb56a6a571f0fb4f12b0da1a4467,"{""target_class"":""LongMath""}"
60,java,switch_statements,guava,/opt/projects/guava,"guava/src/com/google/common/math/ToDoubleRounder.java:method=roundToDouble(X x, RoundingMode mode)|line=47",19.0,switch_count=3; case_count=19; density=6.33,1,1,"{""file"": ""guava/src/com/google/common/math/ToDoubleRounder.java"", ""class"": ""ToDoubleRounder"", ""method"": ""roundToDouble(X x, RoundingMode mode)"", ""begin_line"": ""47"", ""end_line"": ""147""}",PASS_GE80,android/guava-tests/test/com/google/common/collect/BacklogRefusedBequestCoverageBoost_ESTest.java;android/guava-tests/test/com/google/common/math/BacklogRoundToDoubleCoverageBoost_ESTest.java,"mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -f android/pom.xml -pl guava-tests -am -Dtest=BacklogRefusedBequestCoverageBoost_ESTest,BacklogRoundToDoubleCoverageBoost_ESTest test -DfailIfNoTests=false -Dsurefire.failIfNoSpecifiedTests=false",sample_optimized,87.3,1933e3fc2b4fdb56a6a571f0fb4f12b0da1a4467,"{""target_class"":""ToDoubleRounder""}"
61,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/command/Parser.java:method=parsePrepared()|line=590,24.0,switch_count=2; case_count=24; density=12.00,1,1,"{""file"": ""h2/src/main/org/h2/command/Parser.java"", ""class"": ""Parser"", ""method"": ""parsePrepared()"", ""begin_line"": ""590"", ""end_line"": ""783""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestParserScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestParserScope_ESTest test -DfailIfNoTests=false,sample_optimized,91.3,dc16063,"{""target_class"":""Parser""}"
62,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/command/Parser.java:method=parseSelectExpressions(Select command)|line=2735,12.0,switch_count=1; case_count=12; density=12.00,1,1,"{""file"": ""h2/src/main/org/h2/command/Parser.java"", ""class"": ""Parser"", ""method"": ""parseSelectExpressions(Select command)"", ""begin_line"": ""2735"", ""end_line"": ""2797""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestParserScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestParserScope_ESTest test -DfailIfNoTests=false,sample_optimized,96.8,dc16063,"{""target_class"":""Parser""}"
63,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/command/Parser.java:method=readAggregate(AggregateType aggregateType, String aggregateName)|line=3348",25.0,switch_count=1; case_count=25; density=25.00,1,1,"{""file"": ""h2/src/main/org/h2/command/Parser.java"", ""class"": ""Parser"", ""method"": ""readAggregate(AggregateType aggregateType, String aggregateName)"", ""begin_line"": ""3348"", ""end_line"": ""3517""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestParserScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestParserScope_ESTest test -DfailIfNoTests=false,sample_optimized,80.4,dc16063,"{""target_class"":""Parser""}"
64,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/command/Parser.java:method=readTermWithIdentifier(String name, boolean quoted)|line=5223",8.0,switch_count=1; case_count=8; density=8.00,1,1,"{""file"": ""h2/src/main/org/h2/command/Parser.java"", ""class"": ""Parser"", ""method"": ""readTermWithIdentifier(String name, boolean quoted)"", ""begin_line"": ""5223"", ""end_line"": ""5357""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestParserScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestParserScope_ESTest test -DfailIfNoTests=false,sample_optimized,83.0,dc16063,"{""target_class"":""Parser""}"
65,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/command/Parser.java:method=readIntervalQualifier()|line=6155,11.0,switch_count=3; case_count=11; density=3.67,1,1,"{""file"": ""h2/src/main/org/h2/command/Parser.java"", ""class"": ""Parser"", ""method"": ""readIntervalQualifier()"", ""begin_line"": ""6155"", ""end_line"": ""6280""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestParserScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestParserScope_ESTest test -DfailIfNoTests=false,sample_optimized,95.1,dc16063,"{""target_class"":""Parser""}"
66,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/command/Parser.java:method=readPrecision(int valueType)|line=6369,9.0,switch_count=2; case_count=9; density=4.50,1,1,"{""file"": ""h2/src/main/org/h2/command/Parser.java"", ""class"": ""Parser"", ""method"": ""readPrecision(int valueType)"", ""begin_line"": ""6369"", ""end_line"": ""6420""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestParserScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestParserScope_ESTest test -DfailIfNoTests=false,sample_optimized,88.9,dc16063,"{""target_class"":""Parser""}"
67,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/command/Tokenizer.java:method=readNumeric(String sql, int tokenStart, int end, int i, char c, ArrayList<Token> tokens)|line=1238",10.0,switch_count=2; case_count=10; density=5.00,1,1,"{""file"": ""h2/src/main/org/h2/command/Tokenizer.java"", ""class"": ""Tokenizer"", ""method"": ""readNumeric(String sql, int tokenStart, int end, int i, char c, ArrayList<Token> tokens)"", ""begin_line"": ""1238"", ""end_line"": ""1296""}",PASS_GE80,h2/src/test/org/h2/command/TestTokenizer_ESTest.java;h2/src/test/org/h2/mode/TestToDateTokenizer_ESTest.java;h2/src/test/org/h2/test/unit/TestDateTimeTemplate_ESTest.java;h2/src/test/org/h2/test/unit/TestInterval_ESTest.java;h2/src/test/org/h2/util/json/TestJSONTextSource_ESTest.java,"cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestDateTimeTemplate_ESTest,TestInterval_ESTest,TestJSONTextSource_ESTest,TestToDateTokenizer_ESTest,TestTokenizer_ESTest test -DfailIfNoTests=false",sample_optimized,97.1,dc16063b4fe3,"{""target_class"":""Tokenizer""}"
68,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/command/ddl/AlterTableAddConstraint.java:method=tryUpdate(Table table)|line=99,9.0,switch_count=3; case_count=9; density=3.00,1,1,"{""file"": ""h2/src/main/org/h2/command/ddl/AlterTableAddConstraint.java"", ""class"": ""AlterTableAddConstraint"", ""method"": ""tryUpdate(Table table)"", ""begin_line"": ""99"", ""end_line"": ""297""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestReviewOnlySqlScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestReviewOnlySqlScope_ESTest test -DfailIfNoTests=false,sample_optimized,83.8,dc16063b4fe3,"{""target_class"":""AlterTableAddConstraint""}"
69,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/command/ddl/AlterTableAlterColumn.java:method=update()|line=111,12.0,switch_count=1; case_count=12; density=12.00,1,1,"{""file"": ""h2/src/main/org/h2/command/ddl/AlterTableAlterColumn.java"", ""class"": ""AlterTableAlterColumn"", ""method"": ""update()"", ""begin_line"": ""111"", ""end_line"": ""288""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestReviewOnlySqlScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestReviewOnlySqlScope_ESTest test -DfailIfNoTests=false,sample_optimized,80.7,dc16063b4fe3,"{""target_class"":""AlterTableAlterColumn""}"
70,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/command/dml/Set.java:method=update()|line=85,48.0,switch_count=2; case_count=48; density=24.00,1,1,"{""file"": ""h2/src/main/org/h2/command/dml/Set.java"", ""class"": ""Set"", ""method"": ""update()"", ""begin_line"": ""85"", ""end_line"": ""567""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestReviewOnlySqlScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestReviewOnlySqlScope_ESTest test -DfailIfNoTests=false,sample_optimized,86.9,dc16063b4fe3,"{""target_class"":""Set""}"
71,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/command/dml/TransactionCommand.java:method=update()|line=34,16.0,switch_count=1; case_count=16; density=16.00,1,1,"{""file"": ""h2/src/main/org/h2/command/dml/TransactionCommand.java"", ""class"": ""TransactionCommand"", ""method"": ""update()"", ""begin_line"": ""34"", ""end_line"": ""99""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestReviewOnlySqlScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestReviewOnlySqlScope_ESTest test -DfailIfNoTests=false,sample_optimized,97.4,dc16063b4fe3,"{""target_class"":""TransactionCommand""}"
72,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/command/query/SelectUnion.java:method=queryWithoutCache(long maxRows, ResultTarget target)|line=118",8.0,switch_count=2; case_count=8; density=4.00,1,1,"{""file"": ""h2/src/main/org/h2/command/query/SelectUnion.java"", ""class"": ""SelectUnion"", ""method"": ""queryWithoutCache(long maxRows, ResultTarget target)"", ""begin_line"": ""118"", ""end_line"": ""216""}",PASS_GE80,h2/src/test/org/h2/server/web/TestWebAppScope_ESTest.java;h2/src/test/org/h2/test/unit/TestReviewOnlySqlScope_ESTest.java;h2/src/test/org/h2/test/unit/TestServerProtocolScope_ESTest.java,"cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestReviewOnlySqlScope_ESTest,TestServerProtocolScope_ESTest,TestWebAppScope_ESTest test -DfailIfNoTests=false",sample_optimized,81.2,dc16063b4fe3,"{""target_class"":""SelectUnion""}"
73,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/engine/Database.java:method=executeMeta()|line=593,10.0,switch_count=1; case_count=10; density=10.00,1,1,"{""file"": ""h2/src/main/org/h2/engine/Database.java"", ""class"": ""Database"", ""method"": ""executeMeta()"", ""begin_line"": ""593"", ""end_line"": ""674""}",PASS_GE80,h2/src/test/org/h2/jdbc/meta/TestDatabaseMetaServerScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestDatabaseMetaServerScope_ESTest test -DfailIfNoTests=false,sample_optimized,86.5,558cf0400c2965baa0dc2b839b6e783daad8b8c3,"{""target_class"":""Database""}"
74,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/engine/SessionLocal.java:method=startStatementWithinTransaction(Command command)|line=1657,5.0,switch_count=1; case_count=5; density=5.00,1,1,"{""file"": ""h2/src/main/org/h2/engine/SessionLocal.java"", ""class"": ""SessionLocal"", ""method"": ""startStatementWithinTransaction(Command command)"", ""begin_line"": ""1657"", ""end_line"": ""1702""}",PASS_GE80,h2/src/test/org/h2/server/web/TestWebAppScope_ESTest.java;h2/src/test/org/h2/test/unit/TestReviewOnlySqlScope_ESTest.java;h2/src/test/org/h2/test/unit/TestServerProtocolScope_ESTest.java,"cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestReviewOnlySqlScope_ESTest,TestServerProtocolScope_ESTest,TestWebAppScope_ESTest test -DfailIfNoTests=false",sample_optimized,100.0,dc16063b4fe3,"{""target_class"":""SessionLocal""}"
75,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/expression/BinaryOperation.java:method=optimizeDateTime(SessionLocal session, int l, int r)|line=327",24.0,switch_count=4; case_count=24; density=6.00,1,1,"{""file"": ""h2/src/main/org/h2/expression/BinaryOperation.java"", ""class"": ""BinaryOperation"", ""method"": ""optimizeDateTime(SessionLocal session, int l, int r)"", ""begin_line"": ""327"", ""end_line"": ""425""}",PASS_GE80,h2/src/test/org/h2/jdbc/meta/TestDatabaseMetaServerScope_ESTest.java;h2/src/test/org/h2/mvstore/db/TestValueDataTypeScope_ESTest.java;h2/src/test/org/h2/test/unit/TestExpressionAndAggregateScope_ESTest.java,"cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestDatabaseMetaServerScope_ESTest,TestExpressionAndAggregateScope_ESTest,TestValueDataTypeScope_ESTest test -DfailIfNoTests=false",sample_optimized,88.0,dc16063b4fe3,"{""target_class"":""BinaryOperation""}"
76,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/mode/ToDateTokenizer.java:method=parse(ToDateParser params, FormatTokenEnum formatTokenEnum, String formatTokenStr)|line=137",12.0,switch_count=1; case_count=12; density=12.00,1,1,"{""file"": ""h2/src/main/org/h2/mode/ToDateTokenizer.java"", ""class"": ""YearParslet"", ""method"": ""parse(ToDateParser params, FormatTokenEnum formatTokenEnum, String formatTokenStr)"", ""begin_line"": ""137"", ""end_line"": ""239""}",PASS_GE80,h2/src/test/org/h2/mode/TestToDateTokenizer_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestToDateTokenizer_ESTest test -DfailIfNoTests=false,sample_optimized,81.0,dc16063,"{""target_class"":""YearParslet""}"
77,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/mode/ToDateTokenizer.java:method=parse(ToDateParser params, FormatTokenEnum formatTokenEnum, String formatTokenStr)|line=250",5.0,switch_count=1; case_count=5; density=5.00,1,1,"{""file"": ""h2/src/main/org/h2/mode/ToDateTokenizer.java"", ""class"": ""MonthParslet"", ""method"": ""parse(ToDateParser params, FormatTokenEnum formatTokenEnum, String formatTokenStr)"", ""begin_line"": ""250"", ""end_line"": ""299""}",PASS_GE80,h2/src/test/org/h2/mode/TestToDateTokenizer_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestToDateTokenizer_ESTest test -DfailIfNoTests=false,sample_optimized,90.9,dc16063,"{""target_class"":""MonthParslet""}"
78,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/mode/ToDateTokenizer.java:method=parse(ToDateParser params, FormatTokenEnum formatTokenEnum, String formatTokenStr)|line=307",6.0,switch_count=1; case_count=6; density=6.00,1,1,"{""file"": ""h2/src/main/org/h2/mode/ToDateTokenizer.java"", ""class"": ""DayParslet"", ""method"": ""parse(ToDateParser params, FormatTokenEnum formatTokenEnum, String formatTokenStr)"", ""begin_line"": ""307"", ""end_line"": ""348""}",PASS_GE80,h2/src/test/org/h2/mode/TestToDateTokenizer_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestToDateTokenizer_ESTest test -DfailIfNoTests=false,sample_optimized,85.2,dc16063,"{""target_class"":""DayParslet""}"
79,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/mode/ToDateTokenizer.java:method=parse(ToDateParser params, FormatTokenEnum formatTokenEnum, String formatTokenStr)|line=357",12.0,switch_count=1; case_count=12; density=12.00,1,1,"{""file"": ""h2/src/main/org/h2/mode/ToDateTokenizer.java"", ""class"": ""TimeParslet"", ""method"": ""parse(ToDateParser params, FormatTokenEnum formatTokenEnum, String formatTokenStr)"", ""begin_line"": ""357"", ""end_line"": ""443""}",PASS_GE80,h2/src/test/org/h2/mode/TestToDateTokenizer_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestToDateTokenizer_ESTest test -DfailIfNoTests=false,sample_optimized,96.6,dc16063,"{""target_class"":""TimeParslet""}"
80,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/mvstore/type/ObjectDataType.java:method=read(ByteBuffer buff)|line=195,18.0,switch_count=1; case_count=18; density=18.00,1,1,"{""file"": ""h2/src/main/org/h2/mvstore/type/ObjectDataType.java"", ""class"": ""ObjectDataType"", ""method"": ""read(ByteBuffer buff)"", ""begin_line"": ""195"", ""end_line"": ""257""}",PASS_GE80,h2/src/test/org/h2/test/store/TestObjectDataType.java,"BUILDENV=""/opt/buildenv""; cd h2; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./mvnw -Dpmd.skip=true -B -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -DskipTests=true test-compile dependency:build-classpath -Dmdep.outputFile=target/test.classpath && java -cp ""target/test-classes:target/classes:$(cat target/test.classpath)"" org.h2.test.store.TestObjectDataType",sample_optimized,100.0,dc16063b4fe3,"{""target_class"":""ObjectDataType""}"
81,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/server/TcpServerThread.java:method=process()|line=285,18.0,switch_count=1; case_count=18; density=18.00,1,1,"{""file"": ""h2/src/main/org/h2/server/TcpServerThread.java"", ""class"": ""TcpServerThread"", ""method"": ""process()"", ""begin_line"": ""285"", ""end_line"": ""569""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestServerProtocolScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestServerProtocolScope_ESTest test -DfailIfNoTests=false,sample_optimized,82.0,,"{""target_class"":""TcpServerThread""}"
82,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/server/pg/PgServerThread.java:method=process()|line=181,15.0,switch_count=2; case_count=15; density=7.50,1,1,"{""file"": ""h2/src/main/org/h2/server/pg/PgServerThread.java"", ""class"": ""PgServerThread"", ""method"": ""process()"", ""begin_line"": ""181"", ""end_line"": ""501""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestServerProtocolScope_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestServerProtocolScope_ESTest test -DfailIfNoTests=false,sample_optimized,85.1,,"{""target_class"":""PgServerThread""}"
83,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/util/DateTimeTemplate.java:method=parse(int[] target, Scanner s, boolean delimited, int year)|line=339",15.0,switch_count=1; case_count=15; density=15.00,1,1,"{""file"": ""h2/src/main/org/h2/util/DateTimeTemplate.java"", ""class"": ""Field"", ""method"": ""parse(int[] target, Scanner s, boolean delimited, int year)"", ""begin_line"": ""339"", ""end_line"": ""424""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestDateTimeTemplate_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestDateTimeTemplate_ESTest test -DfailIfNoTests=false,sample_optimized,90.2,dc16063,"{""target_class"":""Field""}"
84,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/util/DateTimeTemplate.java:method=parseTemplate(String template)|line=444,18.0,switch_count=1; case_count=18; density=18.00,1,1,"{""file"": ""h2/src/main/org/h2/util/DateTimeTemplate.java"", ""class"": ""DateTimeTemplate"", ""method"": ""parseTemplate(String template)"", ""begin_line"": ""444"", ""end_line"": ""605""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestDateTimeTemplate_ESTest.java,cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestDateTimeTemplate_ESTest test -DfailIfNoTests=false,sample_optimized,94.9,dc16063,"{""target_class"":""DateTimeTemplate""}"
85,java,switch_statements,h2database,/opt/projects/h2database,"h2/src/main/org/h2/util/IntervalUtils.java:method=parseInterval(IntervalQualifier qualifier, boolean negative, String s)|line=220",13.0,switch_count=1; case_count=13; density=13.00,1,1,"{""file"": ""h2/src/main/org/h2/util/IntervalUtils.java"", ""class"": ""IntervalUtils"", ""method"": ""parseInterval(IntervalQualifier qualifier, boolean negative, String s)"", ""begin_line"": ""220"", ""end_line"": ""329""}",PASS_GE80,h2/src/test/org/h2/command/TestTokenizer_ESTest.java;h2/src/test/org/h2/mode/TestToDateTokenizer_ESTest.java;h2/src/test/org/h2/test/unit/TestDateTimeTemplate_ESTest.java;h2/src/test/org/h2/test/unit/TestInterval_ESTest.java;h2/src/test/org/h2/util/json/TestJSONTextSource_ESTest.java,"cd h2 && mvn -Dcheckstyle.skip=true -Dspotless.check.skip=true -Dspotless.apply.skip=true -Dpmd.skip=true -Dtest=TestDateTimeTemplate_ESTest,TestInterval_ESTest,TestJSONTextSource_ESTest,TestToDateTokenizer_ESTest,TestTokenizer_ESTest test -DfailIfNoTests=false",sample_optimized,81.8,dc16063b4fe3,"{""target_class"":""IntervalUtils""}"
86,java,switch_statements,h2database,/opt/projects/h2database,h2/src/main/org/h2/util/ScriptReader.java:method=readStatementLoop()|line=105,5.0,switch_count=1; case_count=5; density=5.00,1,1,"{""file"": ""h2/src/main/org/h2/util/ScriptReader.java"", ""class"": ""ScriptReader"", ""method"": ""readStatementLoop()"", ""begin_line"": ""105"", ""end_line"": ""245""}",PASS_GE80,h2/src/test/org/h2/test/unit/TestScriptReader.java,"BUILDENV=""/opt/buildenv""; cd h2; export MAVEN_USER_HOME=""$BUILDENV/offline-home/.m2""; ./mvnw -Dpmd.skip=true -B -gs ""$BUILDENV/maven-global-settings.xml"" -Dmaven.repo.local=""$MAVEN_USER_HOME/repository"" -DskipTests=true test-compile dependency:build-classpath -Dmdep.outputFile=target/test.classpath && java -cp ""target/test-classes:target/classes:$(cat target/test.classpath)"" org.h2.test.unit.TestScriptReader",sample_optimized,93.9,dc16063b4fe3,"{""target_class"":""ScriptReader""}"
